name,Date,Open,High,Low,Close,Volume
XLE,"Oct 06, 2023",85.22,86.51,84.26,85.73,84.91
XLE,"Oct 05, 2023",84.52,85.97,84.52,85.22,84.41
XLE,"Oct 04, 2023",87.21,87.36,84.91,85.75,84.93
XLE,"Oct 03, 2023",88.38,88.70,87.66,88.53,87.69
XLE,"Oct 02, 2023",90.27,90.51,87.98,88.59,87.75
XLE,"Sep 29, 2023",92.11,92.47,90.05,90.39,89.53
XLE,"Sep 28, 2023",91.75,92.79,91.54,92.25,91.37
XLE,"Sep 27, 2023",91.03,92.41,90.63,92.15,91.27
XLE,"Sep 26, 2023",89.65,90.45,89.51,89.91,89.05
XLE,"Sep 25, 2023",89.07,90.57,89.07,90.43,89.57
XLE,"Sep 22, 2023",89.83,90.43,89.23,89.31,88.46
XLE,"Sep 21, 2023",91.02,91.23,89.01,89.16,88.31
XLE,"Sep 20, 2023",90.80,91.83,90.34,90.40,89.54
XLE,"Sep 19, 2023",92.80,92.93,90.71,91.25,90.38
XLE,"Sep 18, 2023",92.28,92.55,91.43,92.11,91.23
XLE,"Sep 15, 2023",92.50,93.41,92.01,92.01,90.47
XLE,"Sep 14, 2023",93.24,93.69,92.96,93.36,91.79
XLE,"Sep 13, 2023",93.07,93.26,91.80,92.28,90.73
XLE,"Sep 12, 2023",91.82,93.08,91.65,92.98,91.42
XLE,"Sep 11, 2023",92.72,93.00,90.47,90.84,89.32
XLE,"Sep 08, 2023",91.60,92.71,91.55,92.05,90.51
XLE,"Sep 07, 2023",91.44,91.91,91.01,91.17,89.64
XLE,"Sep 06, 2023",91.04,91.75,90.59,91.26,89.73
XLE,"Sep 05, 2023",91.25,92.15,91.16,91.22,89.69
XLE,"Sep 01, 2023",89.90,90.84,89.88,90.74,89.22
XLE,"Aug 31, 2023",89.19,89.34,88.28,88.92,87.43
XLE,"Aug 30, 2023",88.82,89.02,88.47,88.86,87.37
XLE,"Aug 29, 2023",88.50,88.51,87.54,88.42,86.94
XLE,"Aug 28, 2023",87.82,88.84,87.67,88.18,86.70
XLE,"Aug 25, 2023",87.27,88.03,86.51,87.59,86.12
XLF,"Jan 16, 2024",37.28,37.41,37.13,37.34,37.34
XLF,"Jan 12, 2024",37.85,37.99,37.45,37.60,37.60
XLF,"Jan 11, 2024",37.76,37.81,37.37,37.67,37.67
XLF,"Jan 10, 2024",37.69,37.84,37.57,37.81,37.81
XLF,"Jan 09, 2024",37.79,37.80,37.63,37.75,37.75
XLF,"Jan 08, 2024",37.76,38.01,37.56,37.99,37.99
XLF,"Jan 05, 2024",37.59,37.95,37.57,37.75,37.75
XLF,"Jan 04, 2024",37.57,37.89,37.52,37.59,37.59
XLF,"Jan 03, 2024",37.59,37.65,37.38,37.44,37.44
XLF,"Jan 02, 2024",37.50,37.78,37.43,37.76,37.76
XLF,"Dec 29, 2023",37.71,37.77,37.49,37.60,37.60
XLF,"Dec 28, 2023",37.55,37.80,37.54,37.72,37.72
XLF,"Dec 27, 2023",37.41,37.61,37.35,37.61,37.61
XLF,"Dec 26, 2023",37.37,37.56,37.31,37.49,37.49
XLF,"Dec 22, 2023",37.37,37.49,37.20,37.34,37.34
XLF,"Dec 21, 2023",37.06,37.27,36.92,37.26,37.26
XLF,"Dec 20, 2023",37.47,37.56,36.90,36.90,36.90
XLF,"Dec 19, 2023",37.27,37.58,37.17,37.57,37.57
XLF,"Dec 18, 2023",37.35,37.42,37.25,37.29,37.29
XLF,"Dec 15, 2023",37.26,37.44,37.19,37.35,37.17
XLF,"Dec 14, 2023",37.50,37.71,37.37,37.57,37.38
XLF,"Dec 13, 2023",36.62,37.24,36.55,37.20,37.02
XLF,"Dec 12, 2023",36.44,36.62,36.29,36.61,36.43
XLF,"Dec 11, 2023",36.14,36.42,36.14,36.35,36.17
XLF,"Dec 08, 2023",35.90,36.19,35.86,36.13,35.95
XLF,"Dec 07, 2023",35.86,35.96,35.77,35.94,35.76
XLF,"Dec 06, 2023",36.15,36.28,35.72,35.77,35.59
XLF,"Dec 05, 2023",36.02,36.03,35.79,35.95,35.77
XLF,"Dec 04, 2023",35.96,36.27,35.92,36.13,35.95
XLF,"Dec 01, 2023",35.84,36.21,35.78,36.17,35.99
XLF,"Nov 30, 2023",35.58,35.90,35.47,35.90,35.72
XLF,"Nov 29, 2023",35.35,35.71,35.35,35.50,35.33
XLF,"Nov 28, 2023",35.22,35.37,35.16,35.25,35.08
XLF,"Nov 27, 2023",35.25,35.32,35.18,35.26,35.09
XLF,"Nov 24, 2023",35.27,35.44,35.26,35.38,35.21
XLF,"Nov 22, 2023",35.21,35.34,35.15,35.27,35.10
XLF,"Nov 21, 2023",35.10,35.22,35.07,35.13,34.96
XLF,"Nov 20, 2023",34.96,35.23,34.89,35.15,34.98
XLF,"Nov 17, 2023",34.96,35.02,34.87,35.01,34.84
XLF,"Nov 16, 2023",34.79,34.87,34.68,34.83,34.66
XLF,"Nov 15, 2023",34.56,34.79,34.55,34.69,34.52
XLF,"Nov 14, 2023",34.23,34.69,34.20,34.50,34.33
XLF,"Nov 13, 2023",33.79,33.95,33.74,33.86,33.69
XLF,"Nov 10, 2023",33.69,33.94,33.49,33.91,33.74
XLF,"Nov 09, 2023",33.78,33.83,33.47,33.53,33.36
XLF,"Nov 08, 2023",33.62,33.70,33.46,33.67,33.50
XLF,"Nov 07, 2023",33.58,33.71,33.52,33.63,33.46
XLF,"Nov 06, 2023",33.87,33.92,33.50,33.68,33.51
XLF,"Nov 03, 2023",33.66,33.94,33.65,33.78,33.61
XLF,"Nov 02, 2023",32.87,33.36,32.81,33.34,33.18
XLF,"Nov 01, 2023",32.42,32.70,32.35,32.57,32.41
XLF,"Oct 31, 2023",32.07,32.37,32.01,32.36,32.20
XLF,"Oct 30, 2023",31.67,32.09,31.59,32.01,31.85
XLF,"Oct 27, 2023",31.99,32.03,31.36,31.45,31.30
XLF,"Oct 26, 2023",32.02,32.35,31.97,32.03,31.87
XLF,"Oct 25, 2023",32.10,32.32,32.01,32.10,31.94
XLF,"Oct 24, 2023",32.15,32.37,32.05,32.22,32.06
XLF,"Oct 23, 2023",32.13,32.36,31.97,32.00,31.84
XLF,"Oct 20, 2023",32.69,32.75,32.17,32.20,32.04
XLF,"Oct 19, 2023",33.08,33.26,32.68,32.70,32.54
XLF,"Oct 18, 2023",33.55,33.58,33.07,33.14,32.98
XLF,"Oct 17, 2023",33.41,33.94,33.40,33.72,33.55
XLF,"Oct 16, 2023",33.46,33.72,33.39,33.56,33.39
XLF,"Oct 13, 2023",33.35,33.66,33.03,33.21,33.05
XLF,"Oct 12, 2023",33.45,33.45,32.91,33.14,32.98
XLF,"Oct 11, 2023",33.40,33.53,33.10,33.35,33.19
XLF,"Oct 10, 2023",33.16,33.51,33.15,33.30,33.14
XLF,"Oct 09, 2023",32.74,33.13,32.71,33.06,32.90
XLF,"Oct 06, 2023",32.62,33.23,32.51,33.04,32.88
XLF,"Oct 05, 2023",32.52,32.82,32.45,32.76,32.60
XLF,"Oct 04, 2023",32.38,32.63,32.21,32.61,32.45
XLF,"Oct 03, 2023",32.73,32.82,32.24,32.37,32.21
XLF,"Oct 02, 2023",33.06,33.14,32.71,32.89,32.73
XLF,"Sep 29, 2023",33.64,33.69,33.09,33.17,33.01
XLF,"Sep 28, 2023",33.27,33.60,33.26,33.48,33.32
XLF,"Sep 27, 2023",33.38,33.38,32.95,33.24,33.08
XLF,"Sep 26, 2023",33.49,33.64,33.23,33.29,33.13
XLF,"Sep 25, 2023",33.59,33.76,33.48,33.74,33.57
XLF,"Sep 22, 2023",33.97,34.00,33.66,33.66,33.49
XLF,"Sep 21, 2023",34.37,34.37,33.92,33.92,33.75
XLF,"Sep 20, 2023",34.85,34.96,34.48,34.49,34.32
XLF,"Sep 19, 2023",34.80,34.87,34.51,34.73,34.56
XLF,"Sep 18, 2023",34.63,34.82,34.52,34.77,34.60
XLF,"Sep 15, 2023",34.78,35.04,34.76,34.83,34.50
XLF,"Sep 14, 2023",34.93,35.06,34.76,35.01,34.68
XLF,"Sep 13, 2023",34.85,34.89,34.56,34.69,34.37
XLF,"Sep 12, 2023",34.45,34.94,34.41,34.69,34.37
XLF,"Sep 11, 2023",34.46,34.64,34.37,34.46,34.14
XLF,"Sep 08, 2023",34.26,34.37,34.13,34.30,33.98
XLF,"Sep 07, 2023",34.18,34.38,34.13,34.23,33.91
XLF,"Sep 06, 2023",34.25,34.39,34.07,34.32,34.00
XLF,"Sep 05, 2023",34.65,34.79,34.33,34.34,34.02
XLF,"Sep 01, 2023",34.59,34.80,34.56,34.69,34.37
XLF,"Aug 31, 2023",34.61,34.62,34.34,34.38,34.06
XLF,"Aug 30, 2023",34.54,34.71,34.44,34.51,34.19
XLF,"Aug 29, 2023",34.15,34.50,34.10,34.49,34.17
XLF,"Aug 28, 2023",34.10,34.30,34.07,34.18,33.86
XLF,"Aug 25, 2023",33.97,34.12,33.71,33.99,33.67
XLV,"Jan 16, 2024",140.17,140.36,139.46,139.68,139.68
XLV,"Jan 12, 2024",140.48,141.16,140.05,140.52,140.52
XLV,"Jan 11, 2024",140.79,141.03,140.00,140.87,140.87
XLV,"Jan 10, 2024",140.41,141.14,139.88,140.97,140.97
XLV,"Jan 09, 2024",140.20,141.56,139.87,140.33,140.33
XLV,"Jan 08, 2024",139.16,140.38,138.59,140.35,140.35
XLV,"Jan 05, 2024",138.92,139.70,138.53,139.12,139.12
XLV,"Jan 04, 2024",138.98,140.00,138.74,139.24,139.24
XLV,"Jan 03, 2024",139.24,139.53,138.38,138.55,138.55
XLV,"Jan 02, 2024",136.04,139.05,135.97,138.78,138.78
XLV,"Dec 29, 2023",136.24,136.62,135.82,136.38,136.38
XLV,"Dec 28, 2023",136.00,136.70,135.98,136.24,136.24
XLV,"Dec 27, 2023",135.17,135.98,135.14,135.89,135.89
XLV,"Dec 26, 2023",134.91,135.68,134.74,135.32,135.32
XLV,"Dec 22, 2023",134.68,135.44,134.48,135.02,135.02
XLV,"Dec 21, 2023",133.53,134.45,133.22,134.35,134.35
XLV,"Dec 20, 2023",134.60,134.68,132.72,132.73,132.73
XLV,"Dec 19, 2023",133.95,134.75,133.74,134.68,134.68
XLV,"Dec 18, 2023",134.06,134.20,133.43,133.78,133.78
XLV,"Dec 15, 2023",134.68,134.94,133.66,134.16,133.56
XLV,"Dec 14, 2023",136.43,136.51,134.80,135.31,134.71
XLV,"Dec 13, 2023",132.94,136.01,132.76,135.97,135.36
XLV,"Dec 12, 2023",133.13,133.70,132.50,133.51,132.91
XLV,"Dec 11, 2023",132.78,133.19,132.13,132.94,132.35
XLV,"Dec 08, 2023",131.94,132.38,131.28,132.07,131.48
XLV,"Dec 07, 2023",132.03,132.35,131.25,131.85,131.26
XLV,"Dec 06, 2023",132.20,132.45,131.75,132.01,131.42
XLV,"Dec 05, 2023",131.81,132.12,131.09,131.91,131.32
XLV,"Dec 04, 2023",131.48,132.33,131.44,132.08,131.49
XLV,"Dec 01, 2023",131.13,131.97,131.03,131.83,131.24
XLV,"Nov 30, 2023",129.78,131.39,129.33,131.31,130.72
XLV,"Nov 29, 2023",129.50,130.38,129.44,129.68,129.10
XLV,"Nov 28, 2023",130.08,130.37,129.55,129.64,129.06
XLV,"Nov 27, 2023",130.85,131.29,130.07,130.31,129.73
XLV,"Nov 24, 2023",130.69,131.16,130.68,131.13,130.55
XLV,"Nov 22, 2023",130.24,130.74,130.07,130.43,129.85
XLV,"Nov 21, 2023",129.47,130.07,129.31,129.81,129.23
XLV,"Nov 20, 2023",127.75,129.31,127.66,129.03,128.45
XLV,"Nov 17, 2023",128.78,128.99,127.86,128.25,127.68
XLV,"Nov 16, 2023",128.34,128.78,127.85,128.51,127.94
XLV,"Nov 15, 2023",127.95,128.47,127.64,127.96,127.39
XLV,"Nov 14, 2023",127.73,128.71,127.41,127.86,127.29
XLV,"Nov 13, 2023",126.40,127.25,125.67,127.00,126.43
XLV,"Nov 10, 2023",126.00,126.45,124.60,126.27,125.71
XLV,"Nov 09, 2023",128.05,128.20,125.40,125.52,124.96
XLV,"Nov 08, 2023",128.89,128.89,127.39,128.17,127.60
XLV,"Nov 07, 2023",128.21,128.66,127.87,128.35,127.78
XLV,"Nov 06, 2023",127.95,128.46,127.43,128.26,127.69
XLV,"Nov 03, 2023",127.65,128.20,127.20,127.41,126.84
XLV,"Nov 02, 2023",125.28,126.89,124.95,126.78,126.21
XLV,"Nov 01, 2023",124.39,125.41,124.17,124.80,124.24
XLV,"Oct 31, 2023",124.27,124.70,123.55,124.54,123.98
XLV,"Oct 30, 2023",123.78,124.21,122.89,123.83,123.28
XLV,"Oct 27, 2023",124.91,125.07,122.59,123.14,122.59
XLV,"Oct 26, 2023",125.47,126.41,125.16,125.26,124.70
XLV,"Oct 25, 2023",127.07,127.46,125.57,126.51,125.95
XLV,"Oct 24, 2023",126.85,128.05,126.85,127.65,127.08
XLV,"Oct 23, 2023",127.97,128.40,127.14,127.26,126.69
XLV,"Oct 20, 2023",128.31,128.98,128.04,128.06,127.49
XLV,"Oct 19, 2023",129.68,129.82,127.77,128.57,128.00
XLV,"Oct 18, 2023",131.17,131.54,129.62,129.85,129.27
XLV,"Oct 17, 2023",130.54,131.71,130.44,130.99,130.41
XLV,"Oct 16, 2023",130.71,131.92,130.60,131.17,130.59
XLV,"Oct 13, 2023",129.86,130.94,129.46,130.19,129.61
XLV,"Oct 12, 2023",130.60,130.85,129.28,129.38,128.80
XLV,"Oct 11, 2023",131.24,131.45,129.92,130.50,129.92
XLV,"Oct 10, 2023",130.42,131.67,129.97,131.08,130.50
XLV,"Oct 09, 2023",129.65,130.58,129.13,130.46,129.88
XLV,"Oct 06, 2023",128.30,130.42,128.23,130.01,129.43
XLV,"Oct 05, 2023",128.25,128.89,127.52,128.66,128.09
XLV,"Oct 04, 2023",127.53,128.14,126.93,127.96,127.39
XLV,"Oct 03, 2023",127.93,128.20,126.88,127.42,126.85
XLV,"Oct 02, 2023",128.33,128.60,127.06,128.56,127.99
XLV,"Sep 29, 2023",130.00,130.12,128.54,128.74,128.17
XLV,"Sep 28, 2023",129.32,130.09,129.32,129.72,129.14
XLV,"Sep 27, 2023",129.99,130.12,128.15,129.10,128.52
XLV,"Sep 26, 2023",130.26,130.68,129.65,129.75,129.17
XLV,"Sep 25, 2023",130.02,130.90,129.66,130.86,130.28
XLV,"Sep 22, 2023",130.25,130.92,130.00,130.15,129.57
XLV,"Sep 21, 2023",131.32,131.54,130.36,130.42,129.84
XLV,"Sep 20, 2023",132.14,132.51,131.55,131.57,130.98
XLV,"Sep 19, 2023",131.23,131.84,130.68,131.56,130.97
XLV,"Sep 18, 2023",131.86,131.99,130.95,131.45,130.86
XLV,"Sep 15, 2023",132.92,133.55,132.10,132.19,131.06
XLV,"Sep 14, 2023",133.57,133.65,132.84,133.24,132.10
XLV,"Sep 13, 2023",132.48,133.35,132.44,132.82,131.69
XLV,"Sep 12, 2023",132.57,133.15,131.85,132.80,131.67
XLV,"Sep 11, 2023",132.00,133.23,131.98,132.97,131.84
XLV,"Sep 08, 2023",131.78,132.46,131.75,132.06,130.93
XLV,"Sep 07, 2023",131.87,132.63,131.77,132.06,130.93
XLV,"Sep 06, 2023",132.03,132.16,130.83,131.47,130.35
XLV,"Sep 05, 2023",133.64,133.74,132.19,132.19,131.06
XLV,"Sep 01, 2023",134.24,134.24,133.22,133.57,132.43
XLV,"Aug 31, 2023",134.84,134.91,133.18,133.21,132.07
XLV,"Aug 30, 2023",135.25,135.66,134.70,134.82,133.67
XLV,"Aug 29, 2023",133.90,134.92,133.72,134.92,133.77
XLV,"Aug 28, 2023",133.88,134.31,133.23,133.72,132.58
XLV,"Aug 25, 2023",132.87,133.88,132.42,133.41,132.27
XLI,"Jan 16, 2024",111.55,111.64,110.61,110.98,110.98
XLI,"Jan 12, 2024",112.50,112.75,111.67,112.11,112.11
XLI,"Jan 11, 2024",112.41,112.57,111.20,112.12,112.12
XLI,"Jan 10, 2024",111.83,112.52,111.73,112.38,112.38
XLI,"Jan 09, 2024",111.40,111.94,110.99,111.81,111.81
XLI,"Jan 08, 2024",111.13,112.16,110.64,112.16,112.16
XLI,"Jan 05, 2024",111.22,111.94,111.03,111.43,111.43
XLI,"Jan 04, 2024",111.36,112.24,111.23,111.30,111.30
XLI,"Jan 03, 2024",112.22,112.42,111.09,111.16,111.16
XLI,"Jan 02, 2024",113.23,113.94,112.49,112.84,112.84
XLI,"Dec 29, 2023",113.98,114.40,113.51,113.99,113.99
XLI,"Dec 28, 2023",113.97,114.37,113.82,114.13,114.13
XLI,"Dec 27, 2023",113.91,114.37,113.72,114.10,114.10
XLI,"Dec 26, 2023",113.22,114.20,113.05,113.93,113.93
XLI,"Dec 22, 2023",112.82,113.53,112.68,113.13,113.13
XLI,"Dec 21, 2023",112.23,112.64,111.72,112.59,112.59
XLI,"Dec 20, 2023",112.46,113.39,111.37,111.44,111.44
XLI,"Dec 19, 2023",112.72,113.39,112.65,113.27,113.27
XLI,"Dec 18, 2023",112.68,112.76,112.28,112.40,112.40
XLI,"Dec 15, 2023",112.90,113.38,112.47,113.02,112.40
XLI,"Dec 14, 2023",112.50,113.44,112.35,113.17,112.55
XLI,"Dec 13, 2023",110.50,111.94,109.92,111.73,111.12
XLI,"Dec 12, 2023",110.16,110.73,109.80,110.50,109.90
XLI,"Dec 11, 2023",109.24,110.13,109.18,110.00,109.40
XLI,"Dec 08, 2023",108.66,109.49,108.62,108.96,108.37
XLI,"Dec 07, 2023",108.76,108.94,108.31,108.62,108.03
XLI,"Dec 06, 2023",108.53,109.17,108.35,108.52,107.93
XLI,"Dec 05, 2023",108.46,108.63,107.90,108.04,107.45
XLI,"Dec 04, 2023",107.89,108.97,107.89,108.92,108.33
XLI,"Dec 01, 2023",107.15,108.81,107.07,108.74,108.15
XLI,"Nov 30, 2023",106.09,107.11,105.76,107.05,106.47
XLI,"Nov 29, 2023",106.08,106.42,105.68,105.89,105.31
XLI,"Nov 28, 2023",105.89,106.38,105.34,105.49,104.92
XLI,"Nov 27, 2023",106.00,106.09,105.58,105.74,105.16
XLI,"Nov 24, 2023",106.12,106.54,106.07,106.34,105.76
XLI,"Nov 22, 2023",105.82,106.41,105.61,106.08,105.50
XLI,"Nov 21, 2023",105.76,106.05,105.41,105.85,105.27
XLI,"Nov 20, 2023",105.50,106.21,105.06,105.93,105.35
XLI,"Nov 17, 2023",105.47,105.65,105.14,105.61,105.04
XLI,"Nov 16, 2023",105.03,105.52,104.52,104.94,104.37
XLI,"Nov 15, 2023",104.99,105.72,104.84,104.92,104.35
XLI,"Nov 14, 2023",103.89,105.12,103.89,104.70,104.13
XLI,"Nov 13, 2023",102.31,102.87,102.13,102.64,102.08
XLI,"Nov 10, 2023",101.65,102.66,101.29,102.55,101.99
XLI,"Nov 09, 2023",101.95,102.12,100.90,101.09,100.54
XLI,"Nov 08, 2023",101.30,101.63,100.90,101.31,100.76
XLI,"Nov 07, 2023",100.64,101.24,100.40,101.08,100.53
XLI,"Nov 06, 2023",101.68,101.73,100.85,101.33,100.78
XLI,"Nov 03, 2023",101.63,102.15,101.55,101.60,101.05
XLI,"Nov 02, 2023",99.77,100.81,99.55,100.71,100.16
XLI,"Nov 01, 2023",98.46,98.88,97.79,98.68,98.14
XLI,"Oct 31, 2023",97.42,98.47,97.27,98.36,97.82
XLI,"Oct 30, 2023",97.08,97.97,96.71,97.64,97.11
XLI,"Oct 27, 2023",97.35,97.51,96.12,96.44,95.92
XLI,"Oct 26, 2023",97.77,98.46,97.24,97.30,96.77
XLI,"Oct 25, 2023",98.83,98.92,97.67,97.71,97.18
XLI,"Oct 24, 2023",99.49,99.66,98.53,98.98,98.44
XLI,"Oct 23, 2023",98.55,99.62,98.19,98.24,97.71
XLI,"Oct 20, 2023",99.84,100.04,98.66,98.70,98.16
XLI,"Oct 19, 2023",100.86,101.45,99.52,99.73,99.19
XLI,"Oct 18, 2023",102.47,102.52,100.49,100.66,100.11
XLI,"Oct 17, 2023",102.37,103.82,102.33,103.15,102.59
XLI,"Oct 16, 2023",102.67,103.40,102.28,102.83,102.27
XLI,"Oct 13, 2023",102.77,103.15,101.30,101.75,101.20
XLI,"Oct 12, 2023",103.92,103.92,101.88,102.66,102.10
XLI,"Oct 11, 2023",103.25,103.65,102.79,103.60,103.04
XLI,"Oct 10, 2023",102.77,103.59,102.36,102.98,102.42
XLI,"Oct 09, 2023",101.17,102.48,100.98,102.36,101.80
XLI,"Oct 06, 2023",99.04,101.36,98.69,100.78,100.23
XLI,"Oct 05, 2023",99.87,100.13,99.01,99.42,98.88
XLI,"Oct 04, 2023",99.66,100.19,98.91,100.01,99.47
XLI,"Oct 03, 2023",100.04,100.78,99.28,99.69,99.15
XLI,"Oct 02, 2023",101.09,101.37,99.93,100.39,99.84
XLI,"Sep 29, 2023",102.54,102.63,101.04,101.38,100.83
XLI,"Sep 28, 2023",101.42,102.63,101.29,101.92,101.37
XLI,"Sep 27, 2023",101.35,101.81,100.69,101.49,100.94
XLI,"Sep 26, 2023",101.64,101.96,100.62,100.74,100.19
XLI,"Sep 25, 2023",101.35,102.34,101.32,102.30,101.74
XLI,"Sep 22, 2023",101.95,102.44,101.74,101.79,101.24
XLI,"Sep 21, 2023",103.46,103.50,102.10,102.14,101.58
XLI,"Sep 20, 2023",104.85,105.33,103.78,103.84,103.27
XLI,"Sep 19, 2023",104.43,104.60,103.50,104.25,103.68
XLI,"Sep 18, 2023",104.57,105.29,104.35,104.69,104.12
XLI,"Sep 15, 2023",105.21,105.65,104.70,105.00,104.00
XLI,"Sep 14, 2023",105.22,105.63,104.99,105.61,104.61
XLI,"Sep 13, 2023",105.14,105.48,104.10,104.58,103.59
XLI,"Sep 12, 2023",105.12,105.87,105.01,105.28,104.28
XLI,"Sep 11, 2023",105.89,106.10,105.08,105.66,104.66
XLI,"Sep 08, 2023",106.20,106.33,105.41,105.63,104.63
XLI,"Sep 07, 2023",106.11,106.62,105.50,106.16,105.15
XLI,"Sep 06, 2023",106.66,107.31,105.91,106.51,105.50
XLI,"Sep 05, 2023",108.61,108.64,106.93,106.97,105.96
XLI,"Sep 01, 2023",108.98,109.14,108.35,108.80,107.77
XLI,"Aug 31, 2023",108.90,109.15,108.21,108.23,107.20
XLI,"Aug 30, 2023",108.36,109.08,108.28,108.72,107.69
XLI,"Aug 29, 2023",107.33,108.29,107.01,108.23,107.20
XLI,"Aug 28, 2023",107.06,107.77,107.02,107.41,106.39
XLI,"Aug 25, 2023",106.20,106.91,105.31,106.54,105.53
XLB,"Jan 16, 2024",82.94,83.09,82.29,82.49,82.49
XLB,"Jan 12, 2024",83.85,84.04,83.09,83.45,83.45
XLB,"Jan 11, 2024",83.72,83.72,82.76,83.37,83.37
XLB,"Jan 10, 2024",83.43,83.70,83.22,83.62,83.62
XLB,"Jan 09, 2024",84.16,84.16,83.46,83.73,83.73
XLB,"Jan 08, 2024",83.90,84.72,83.60,84.70,84.70
XLB,"Jan 05, 2024",83.97,84.81,83.87,84.34,84.34
XLB,"Jan 04, 2024",84.33,84.72,84.04,84.20,84.20
XLB,"Jan 03, 2024",84.50,84.90,83.88,84.47,84.47
XLB,"Jan 02, 2024",84.92,85.53,84.80,85.39,85.39
XLB,"Dec 29, 2023",85.59,85.78,85.37,85.54,85.54
XLB,"Dec 28, 2023",86.06,86.21,85.81,85.88,85.88
XLB,"Dec 27, 2023",85.84,86.30,85.74,86.21,86.21
XLB,"Dec 26, 2023",85.71,86.25,85.60,86.00,86.00
XLB,"Dec 22, 2023",85.39,85.79,85.24,85.60,85.60
XLB,"Dec 21, 2023",84.89,85.09,84.50,85.07,85.07
XLB,"Dec 20, 2023",85.26,85.47,84.16,84.18,84.18
XLB,"Dec 19, 2023",85.26,85.69,85.17,85.49,85.49
XLB,"Dec 18, 2023",85.22,85.40,84.65,84.71,84.71
XLB,"Dec 15, 2023",84.92,85.70,84.92,85.17,84.58
XLB,"Dec 14, 2023",84.51,85.86,84.51,85.39,84.80
XLB,"Dec 13, 2023",82.09,84.04,81.88,84.00,83.42
XLB,"Dec 12, 2023",83.28,83.60,82.59,82.99,82.41
XLB,"Dec 11, 2023",81.78,82.52,81.63,82.51,81.94
XLB,"Dec 08, 2023",81.57,82.32,81.57,81.93,81.36
XLB,"Dec 07, 2023",81.39,81.72,81.15,81.63,81.06
XLB,"Dec 06, 2023",81.61,81.88,81.01,81.08,80.52
XLB,"Dec 05, 2023",81.97,82.02,81.06,81.25,80.69
XLB,"Dec 04, 2023",82.66,83.26,82.34,82.38,81.81
XLB,"Dec 01, 2023",82.53,83.64,82.34,83.35,82.77
